i     |               X Real          X Imaginary  |        Error Real   Error Imaginary
1026  |     0.25006694022288    -3.72966372193156  |   0.0000000000538   0.0000000001924
1027  |     9.61280122611649    -8.42437321858191  |   0.0000000000028  -0.0000000001584
1028  |     7.03848093904634    -3.04090742229558  |   0.0000000000540  -0.0000000000502
1029  |    -9.83525583842402    10.75856393275040  |  -0.0000000000481  -0.0000000000260
1030  |     0.48198629292844    -8.98392806131679  |   0.0000000000571   0.0000000001836
1031  |    11.48169332861381    -5.70516121015094  |   0.0000000000487   0.0000000001446
1032  |    -3.59176965302931     6.04983179022680  |   0.0000000001128   0.0000000000192
1033  |     8.66846061236007     2.98654108026279  |   0.0000000000473  -0.0000000001811
1034  |     3.03280946851763    -2.22058915495422  |   0.0000000000639  -0.0000000000255
1035  |    13.22445819245995    -4.01605553488365  |  -0.0000000000469   0.0000000000033
1036  |     0.16515652396959     9.86488306774004  |   0.0000000000339   0.0000000000486
1037  |    12.57642535470617     8.79698871795996  |   0.0000000000485   0.0000000001773
1038  |     2.16287331484083    -6.75372221931509  |   0.0000000000625   0.0000000001028
1039  |    -8.96191516007108     7.05567877875644  |   0.0000000001410  -0.0000000000075
1040  |    -0.36629353888120    13.68650434641105  |   0.0000000000889   0.0000000000510
1041  |    -3.25658562487314    -7.32223838106288  |   0.0000000000461  -0.0000000001998
1042  |    -7.72060060293514    -2.65528038189013  |   0.0000000000932   0.0000000000419
1043  |     1.25352418995049     1.16236509534790  |  -0.0000000000417  -0.0000000000099
1044  |    -4.54909900986079    12.96971266409208  |   0.0000000000595  -0.0000000000099
1045  |     2.06140586681882   -13.96172521954357  |  -0.0000000000085   0.0000000000592
1046  |   -17.90851404765639    -4.41937609860212  |   0.0000000000724   0.0000000001328
1047  |     9.80727673137778    -8.23293760589711  |   0.0000000000422   0.0000000000865
1048  |   -14.38651423925326     7.20384199891299  |   0.0000000001279   0.0000000000576
1049  |     8.91922227515536    -8.01033812880445  |   0.0000000000927   0.0000000000516
1050  |     2.64266244449551     2.99617829876007  |   0.0000000000682  -0.0000000000736
1051  |     8.98606517233765   -12.95658409797501  |   0.0000000000828  -0.0000000000642
1052  |    -5.30488317267246     0.66486105255799  |   0.0000000000253   0.0000000000951
1053  |     1.30329778861144    -0.31483310183474  |   0.0000000000180  -0.0000000000519
1054  |     9.59324083981145    -5.83931265847450  |   0.0000000001100   0.0000000001774
1055  |     0.11010899255672    11.56226448337169  |  -0.0000000000082   0.0000000000370
1056  |    -1.59114141311777     0.55933535236763  |   0.0000000001471   0.0000000000305
1057  |     5.75458598703759    11.65710964223880  |   0.0000000001007   0.0000000001784
1058  |    10.64864416269953    -5.63954552636195  |   0.0000000001363   0.0000000000781
1059  |     4.44535340717679     5.77870606110592  |   0.0000000000671  -0.0000000002026
1060  |     8.63133631724480    -5.76814799594711  |   0.0000000001172  -0.0000000000447
1061  |     8.93864071336444    -8.08034006893819  |  -0.0000000000250   0.0000000000723
1062  |    -5.91603153031459    -3.64838925666680  |   0.0000000001094   0.0000000001329
1063  |     7.53997178174984    -9.00844834276581  |   0.0000000000909   0.0000000001820
1064  |     1.78239233641002    -6.04033985922323  |   0.0000000001775   0.0000000000913
1065  |    -5.73726451139499    -5.13794603033700  |   0.0000000001241  -0.0000000000741
1066  |    -2.55476484753210     0.62914110677295  |   0.0000000001981  -0.0000000000101
1067  |   -18.60550245849228     9.18170382190829  |   0.0000000000588  -0.0000000000431
1068  |    -7.54672789302989   -19.06777078510220  |   0.0000000001228  -0.0000000000961
1069  |    -6.45110605310605    -6.21758320478275  |  -0.0000000000067  -0.0000000000909
1070  |    -7.97456685387670     5.65630438990485  |   0.0000000001591   0.0000000001444
1071  |   -10.46524194547327     8.09331222022650  |   0.0000000000028   0.0000000001615
1072  |    24.69778679635710     6.14907499324552  |   0.0000000001903  -0.0000000000897
1073  |    -6.42642729141377   -11.75682605065462  |   0.0000000000630   0.0000000000056
1074  |   -13.72462294596829     4.52103753754081  |   0.0000000001501  -0.0000000000405
1075  |     7.91366489427477     4.93889559404969  |   0.0000000000821   0.0000000001087
1076  |     0.51863358214237    12.99477908852204  |   0.0000000000896  -0.0000000001282
1077  |     8.99790017462927     4.48084444765814  |   0.0000000000589  -0.0000000000892
1078  |    -3.49688814008326    -3.56127860687715  |   0.0000000000524   0.0000000000020
1079  |    -3.92785878378364    -0.29042582073873  |   0.0000000000287   0.0000000001356
1080  |    -3.15665521419769   -12.10753820986396  |   0.0000000001493   0.0000000001555
1081  |    16.19117870239505     0.91979310360261  |   0.0000000001058   0.0000000001384
1082  |   -21.36645316777847    -2.81877475155537  |   0.0000000001867  -0.0000000001156
1083  |    -9.35989096775898     4.10882558570289  |   0.0000000001809   0.0000000000721
1084  |     9.10630448748937    -7.45088053331105  |   0.0000000001039  -0.0000000001002
1085  |     4.77286131113565    -0.41497681880870  |   0.0000000001231  -0.0000000001177
1086  |    -0.42264376586555     3.23178372859845  |   0.0000000000850  -0.0000000000794
1087  |    13.31362606726043    -3.31311453292136  |   0.0000000001342   0.0000000001373
1088  |    11.07669151655189     0.89191104437986  |  -0.0000000000103  -0.0000000001311
1089  |     4.57822802298288    -7.40874441404524  |   0.0000000001343  -0.0000000001763
1090  |     4.82336593454385    15.94940415391492  |   0.0000000000202   0.0000000001349
1091  |   -13.58399310141957    -9.62866985078356  |   0.0000000000379   0.0000000000335
1092  |    -7.16613226906539     6.18884452256152  |   0.0000000001260   0.0000000000885
1093  |    22.32674727556302    -6.00022112228001  |   0.0000000001045   0.0000000000920
1094  |    12.39168455204612   -13.27299031225220  |   0.0000000001692   0.0000000000256
1095  |    -9.06312180028988     4.56165699753189  |   0.0000000001593   0.0000000000061
1096  |   -12.99135324390531     2.77049389225392  |   0.0000000000843  -0.0000000001635
1097  |     2.55307624287255     6.89991081993195  |   0.0000000001147  -0.0000000001541
1098  |   -17.62697989897325     5.33419931146766  |   0.0000000001067   0.0000000001586
1099  |    -4.68049649063131   -10.19726452201651  |  -0.0000000000093  -0.0000000000485
1100  |    15.34277121187570     0.75280488920442  |   0.0000000001953  -0.0000000000475
1101  |    -8.86319181335094    11.73228659820622  |   0.0000000000355   0.0000000001296
1102  |    -1.33520663566695     2.17946082745675  |   0.0000000001376  -0.0000000000733
1103  |     2.36941864133533    10.31151867222896  |   0.0000000001162   0.0000000000731
1104  |    11.04535925373741    -2.46404349632934  |   0.0000000001137  -0.0000000000458
1105  |    -1.15987925575657   -10.52399595645611  |   0.0000000001693   0.0000000000950
1106  |    -1.16354476926880     3.31340798068023  |   0.0000000001407  -0.0000000000015
1107  |    -6.22153891371163     7.45921444984569  |   0.0000000002312   0.0000000000376
1108  |   -20.49376979150303    -0.23598280477226  |   0.0000000001017  -0.0000000001702
1109  |     2.85414245873632    -1.67034587588943  |   0.0000000002165  -0.0000000001647
1110  |    -0.73037894531945     4.10435204362755  |   0.0000000000987  -0.0000000000091
1111  |     0.49354833615429    16.58489023216220  |   0.0000000000657  -0.0000000001834
1112  |    -0.23006375637171     5.05817531625114  |   0.0000000000755  -0.0000000002074
1113  |    -1.02478979703128     9.86688484988875  |   0.0000000001108   0.0000000000862
1114  |    -0.54360669028120     0.85542151682641  |   0.0000000000651   0.0000000000809
1115  |    13.77503536838288    -0.35183618009326  |   0.0000000001553  -0.0000000000966
1116  |    -2.20743434175853     7.50363674115546  |   0.0000000000977  -0.0000000002037
1117  |     2.85005710146570    12.82624219678714  |   0.0000000001145  -0.0000000001583
1118  |    19.70077590203641   -11.42264425228101  |   0.0000000000043  -0.0000000001384
1119  |    -5.77182588638705    -8.34494567079164  |   0.0000000000643  -0.0000000001228
1120  |     0.78939692668466     6.63104723620679  |  -0.0000000000742  -0.0000000001346
1121  |     6.02648057659793   -15.49795809068297  |  -0.0000000000065  -0.0000000001679
1122  |    15.51859626678146    -1.13195481801735  |  -0.0000000000429   0.0000000001040
1123  |   -12.67524846778826   -31.65365638141282  |   0.0000000000278   0.0000000001586
1124  |     3.47335916379350    -6.04897399133266  |   0.0000000000428   0.0000000001155
1125  |    -0.13336859146406    -4.26304859074745  |   0.0000000001425  -0.0000000000307
1126  |     1.92813842572460    -2.35015263013576  |   0.0000000000803  -0.0000000000078
1127  |     7.48724956384432    -3.55698497057984  |   0.0000000000665  -0.0000000002015
1128  |   -28.05408394951678   -10.61094536061883  |   0.0000000001032   0.0000000000140
1129  |    -1.19390269972330     0.03245923195752  |   0.0000000000199  -0.0000000000119
1130  |   -20.80384014614393    17.74806529539712  |   0.0000000000772  -0.0000000000541
1131  |    -4.19826470323115    24.69514682489588  |  -0.0000000000235  -0.0000000001888
1132  |    18.39601393414647    18.61767058714243  |   0.0000000000532  -0.0000000000561
1133  |     6.64055672196338   -10.22716235964143  |  -0.0000000000481   0.0000000000821
1134  |     3.87764117899090    11.25341688722653  |   0.0000000000526   0.0000000000761
1135  |     8.07196833247535     4.94239525553138  |   0.0000000000623   0.0000000001067
1136  |   -14.63388660599642    11.69343877080388  |   0.0000000000814   0.0000000000057
1137  |     7.81082189746964    -1.04872949760358  |   0.0000000000755  -0.0000000000800
1138  |    -0.44200972867120    -1.78408978489163  |   0.0000000000886  -0.0000000000246
1139  |    -3.87966996035082    27.28704486970553  |   0.0000000000846   0.0000000000478
1140  |     3.99633174155668     9.04424165328506  |   0.0000000000250  -0.0000000000455
1141  |    -4.87617519425931    11.06155194683040  |   0.0000000000577  -0.0000000001864
1142  |   -19.04583843102807    -9.14745312773584  |   0.0000000000521   0.0000000000638
1143  |    -0.11701420462540    17.53927999148304  |  -0.0000000000462  -0.0000000000392
1144  |   -18.40612630051062     9.13229778835992  |   0.0000000001124   0.0000000000911
1145  |     2.62189781678599    17.08974800945916  |  -0.0000000000711  -0.0000000000097
1146  |    -9.02694938453236     2.63050313846108  |   0.0000000001762   0.0000000000610
1147  |     2.10426919426614     8.99973201152890  |  -0.0000000000590   0.0000000001005
1148  |    11.87929566800041    20.13683682292342  |   0.0000000002253   0.0000000000307
1149  |    13.32858370173999     7.22132399232592  |  -0.0000000000038   0.0000000001337
1150  |     2.00872771050875    19.53301305799677  |   0.0000000001741  -0.0000000001813
1151  |   -19.86122413231735    -9.78223039389777  |   0.0000000000718   0.0000000001071
1152  |    -0.14810001852826   -12.06226413801668  |   0.0000000000098  -0.0000000001911
1153  |   -20.59478876779228    -0.41647838616124  |   0.0000000001488   0.0000000001263
1154  |     9.38571173816729    -4.98168004090368  |   0.0000000000034   0.0000000000988
1155  |    -3.71427811020095    21.34316095657438  |   0.0000000002039   0.0000000001276
1156  |    13.42434979606296    13.69516004649990  |   0.0000000000192  -0.0000000000644
1157  |     1.43089083196563   -20.88723213615969  |   0.0000000002606  -0.0000000000560
1158  |     1.16242201853140    -7.35594198309825  |   0.0000000000444   0.0000000001258
1159  |    21.15181786329131   -17.18806032208037  |   0.0000000001220  -0.0000000001968
1160  |     5.06552028829453    -3.42803497432992  |   0.0000000002335   0.0000000001258
1161  |    15.23162152848999     2.07885788124968  |  -0.0000000000079  -0.0000000000723
1162  |    -9.31068465313737     3.01456454378184  |   0.0000000002342  -0.0000000001853
1163  |     7.88485667810843    13.54576930131830  |  -0.0000000000183  -0.0000000000734
1164  |   -17.31396926599139    -3.13631230436383  |   0.0000000001328  -0.0000000001501
1165  |    11.13837965013095    -1.10131115050282  |   0.0000000000081   0.0000000000952
1166  |     5.23856930531680     6.61754886342830  |   0.0000000000637  -0.0000000001267
1167  |    -9.90806391639980   -16.33673323352100  |   0.0000000000839   0.0000000000623
1168  |     3.67325366416885    -0.67513084947989  |   0.0000000000047  -0.0000000001384
1169  |    13.47313486466439     1.96093603747998  |   0.0000000001359   0.0000000000562
1170  |     0.91658348354540     3.88060784327075  |  -0.0000000000385  -0.0000000000469
1171  |   -10.38792883839403    12.60135534166999  |   0.0000000001751   0.0000000000245
1172  |     7.26025478709911     2.37581770412976  |   0.0000000000294   0.0000000000692
1173  |    -9.91103208479789     1.82054146818451  |   0.0000000000837  -0.0000000001260
1174  |    -3.80938730637089    10.47932550241193  |   0.0000000000412  -0.0000000001670
1175  |    21.71661227508417    24.24995493511916  |   0.0000000000628   0.0000000000169
1176  |     2.81763242209144    -4.05853722272308  |  -0.0000000000000   0.0000000000582
1177  |    13.64984697614186   -22.16289602710994  |   0.0000000001086   0.0000000000987
1178  |    -1.86274670750671     4.01309968312797  |   0.0000000000072  -0.0000000000383
1179  |   -10.08905389818938    -5.74106129196407  |   0.0000000001440  -0.0000000000509
1180  |     8.45359297789517     2.19851036695980  |   0.0000000000609   0.0000000000761
1181  |    13.17909359478416    -1.56122680121191  |   0.0000000000675  -0.0000000000070
1182  |     7.38321334526698     4.72720834598877  |   0.0000000000698  -0.0000000000980
1183  |    -7.11560168877885     5.65028347891949  |   0.0000000001557   0.0000000000974
1184  |   -10.28751777747864    12.44911495806837  |  -0.0000000000371  -0.0000000000349
1185  |   -10.42873436448097     1.56978922042547  |   0.0000000001336  -0.0000000001385
1186  |    -4.83254038821799     6.89016600022994  |   0.0000000000390   0.0000000000712
1187  |    -6.65392634015391    14.36563586135364  |   0.0000000000873   0.0000000001091
1188  |     9.60435193827513   -12.57391689613223  |   0.0000000000313   0.0000000000008
1189  |    -3.35644509291258     1.66368253864336  |   0.0000000002062   0.0000000000578
1190  |     4.26436537554726     1.52662265169479  |   0.0000000000768   0.0000000001115
1191  |    -1.59285114917751    -4.48353327516982  |   0.0000000002238  -0.0000000000117
1192  |    -1.08879075705094    -8.24362421335805  |   0.0000000000240  -0.0000000001590
1193  |    -2.46893846337329    -6.06422329427222  |   0.0000000002203  -0.0000000002008
1194  |    -1.68715660143551    19.18009316916586  |   0.0000000000162   0.0000000001102
1195  |   -10.00020333396225     4.36148752617362  |   0.0000000001083  -0.0000000000973
1196  |     1.45943341362701    11.68035644993326  |   0.0000000001352   0.0000000000844
1197  |     0.46401779290307   -18.24330121373277  |   0.0000000000586  -0.0000000001441
1198  |     6.00639408436832    -2.49709528665158  |   0.0000000000727  -0.0000000001814
1199  |    -8.02131322768077     1.35473161789232  |   0.0000000000301  -0.0000000001803
1200  |    -0.88475698449240   -10.56287358255595  |   0.0000000000476   0.0000000001033
1201  |   -10.79043884362313    -6.18009030663743  |  -0.0000000000561  -0.0000000000202
1202  |    -3.82683642573775    -7.37480625965386  |   0.0000000001153   0.0000000000364
1203  |    -4.22729556361655    -1.42194535471345  |  -0.0000000000114   0.0000000000402
1204  |    -9.55543578711434    14.99000469906063  |   0.0000000001412   0.0000000000509
1205  |     3.13578626322464     6.13859423100116  |   0.0000000000462   0.0000000000810
1206  |     7.36884393629570    -0.88385388315761  |   0.0000000000863  -0.0000000000851
1207  |     4.91959229423954    16.62623063999813  |   0.0000000000980  -0.0000000000210
1208  |     4.01951492147138     7.50630119097232  |   0.0000000000577   0.0000000000352
1209  |     8.88128009723119    -1.09121200467869  |   0.0000000001178   0.0000000000840
1210  |    -5.88653218744189    -7.35804399353493  |   0.0000000001216   0.0000000001223
1211  |    -9.98284318565975     6.57011482901595  |   0.0000000001273  -0.0000000000180
1212  |    -2.61401155675651    -2.95202116228569  |   0.0000000001615  -0.0000000000623
1213  |     5.27015078990373     0.55450640876312  |   0.0000000000840  -0.0000000000981
1214  |    -2.42121518123963    -9.10198520388183  |   0.0000000001328  -0.0000000000623
1215  |    -3.90743173076239    -0.66752848599403  |   0.0000000001353   0.0000000001099
1216  |    21.03838009017298     7.12612331642781  |   0.0000000000389  -0.0000000000389
1217  |     1.86464575233008    -4.50674128558657  |   0.0000000001944  -0.0000000001175
1218  |   -19.18682117972115   -11.42164479152612  |   0.0000000001323   0.0000000000778
1219  |    -6.44277423596169    -7.74464157751293  |   0.0000000000213  -0.0000000001614
1220  |     5.99957312451139    -3.70495932737771  |   0.0000000001332  -0.0000000001976
1221  |    10.99706057422523   -12.71836134137613  |   0.0000000001010   0.0000000000625
1222  |    14.44262166479756   -18.24608337074069  |  -0.0000000000059   0.0000000000202
1223  |     9.00975138181266    -7.44503115766893  |   0.0000000000870  -0.0000000001446
1224  |     5.43774408154124    10.79021178153170  |   0.0000000001202   0.0000000000609
1225  |    -5.73449569712862     7.70769766357850  |   0.0000000000079   0.0000000000053
1226  |    12.24479716054784    16.07186667477263  |   0.0000000001145  -0.0000000000456
1227  |   -12.35982710279174   -11.47551827330769  |   0.0000000000797   0.0000000000217
1228  |     4.28404782745146     0.62060049823088  |   0.0000000001104   0.0000000000586
1229  |     1.13922970055859     2.25180213572364  |   0.0000000000680  -0.0000000000150
1230  |     6.81767372383772     0.27297247916112  |   0.0000000002093   0.0000000000400
1231  |    17.77376384650567    -3.06416084425491  |   0.0000000000618   0.0000000000391
1232  |    12.25528946306425    10.73894864146593  |   0.0000000001527  -0.0000000001660
1233  |     5.55321484807649    10.69589669287901  |   0.0000000001076  -0.0000000000429
1234  |     1.76186205517415    -4.04776247844142  |   0.0000000001064  -0.0000000000530
1235  |     1.72750087969523     3.29829950381704  |   0.0000000001189   0.0000000000889
1236  |    -5.58527679389958     2.17460498394971  |   0.0000000000596  -0.0000000000948
1237  |   -12.70987082704610     7.35715495489336  |   0.0000000002592   0.0000000000703
1238  |   -10.86682008585267     0.71991675215105  |  -0.0000000000207  -0.0000000000610
1239  |     2.15092914977273    -1.83516126672100  |   0.0000000002441  -0.0000000001762
1240  |    -6.97533822491692     6.00782329442188  |   0.0000000000551   0.0000000000224
1241  |    -8.48567306306482     8.97750371322462  |   0.0000000001625  -0.0000000000579
1242  |   -19.48380024778638     8.36579928069234  |   0.0000000000759  -0.0000000000010
1243  |     4.31160835959585     4.29154111963226  |   0.0000000001528  -0.0000000001519
1244  |    -3.48592371902307   -14.55846746567286  |   0.0000000001626   0.0000000000397
1245  |     3.12446431440479     3.77396093600660  |   0.0000000000286  -0.0000000001746
1246  |     8.28316840268869     8.02864001584770  |   0.0000000001679  -0.0000000001719
1247  |    -5.32487858576300    -5.74010851095495  |  -0.0000000000023  -0.0000000001106
1248  |    -8.20311591361915    -1.48762902191095  |   0.0000000000932  -0.0000000000954
1249  |     5.75074168829466    -5.89838867205249  |   0.0000000000885   0.0000000001086
1250  |     3.01817290462225     6.00270760402135  |  -0.0000000000175  -0.0000000000737
1251  |    24.20500161235639    -1.04721768451004  |   0.0000000002024  -0.0000000000802
1252  |     4.72856939542878    -3.06736135648707  |   0.0000000000268   0.0000000000445
1253  |    -9.35026928316539    10.72838536748173  |   0.0000000000853  -0.0000000001643
1254  |     5.66965003436936    22.78998475125997  |   0.0000000001113  -0.0000000000274
1255  |    -7.82299525939219     9.13190745615039  |   0.0000000000937  -0.0000000000067
1256  |    -3.20969522811651     6.95435743909489  |   0.0000000001014   0.0000000000329
1257  |     3.18284022384502     4.30918052225803  |   0.0000000000451  -0.0000000001802
1258  |    -1.14676501262302     7.08803040924445  |   0.0000000001472  -0.0000000001076
1259  |     1.65358797810194   -14.41184686282033  |   0.0000000000574  -0.0000000000190
1260  |   -10.60628313966821    -9.17581110777012  |   0.0000000000885  -0.0000000000023
1261  |   -14.68763617984431     3.77229555045896  |  -0.0000000000103  -0.0000000001760
1262  |    -1.95495542392701   -10.58463738148464  |   0.0000000001452  -0.0000000001015
1263  |   -21.90662579649725     5.44370984847469  |  -0.0000000000157   0.0000000000428
1264  |    -6.30565419784889    13.07513050448952  |   0.0000000000738  -0.0000000000250
1265  |    -5.06936620531943   -11.94471673520819  |   0.0000000000681   0.0000000000524
1266  |    -2.47910889295095     2.14805840044080  |   0.0000000000954   0.0000000000095
1267  |     8.79974513816827    -5.58610098654936  |   0.0000000001677   0.0000000000884
1268  |   -28.70249421244513    -3.18110667013567  |   0.0000000001085   0.0000000000019
1269  |   -16.94906598535202   -23.26248271934217  |   0.0000000001359  -0.0000000001535
1270  |     0.65604384789705     2.04337661264991  |   0.0000000001011  -0.0000000001987
1271  |    -0.87245469489910     4.21618841656116  |   0.0000000001136  -0.0000000000801
1272  |     1.32364470056928   -14.41550989292777  |   0.0000000000356  -0.0000000000172
1273  |    -4.07144974936676     6.65185867766548  |   0.0000000001189   0.0000000000056
1274  |    -1.25599804134925     4.22247077370874  |   0.0000000000278  -0.0000000000346
1275  |    12.92763001228196    -6.22544666424274  |   0.0000000001476  -0.0000000000810
1276  |    16.26833111448359     6.45079398235457  |   0.0000000000785   0.0000000000291
1277  |     0.12145174900648    -4.37595215064965  |   0.0000000001622   0.0000000000049
1278  |     1.93301098624396    -5.59659025549847  |   0.0000000000818   0.0000000000042
1279  |    -5.95555465430360    -7.31254942976195  |   0.0000000001667  -0.0000000001632
1280  |   -17.11146640985449     1.33458796193894  |   0.0000000001540  -0.0000000000040
1281  |   -10.35660028928729    -7.78543766444338  |   0.0000000000604  -0.0000000001665
1282  |     5.65759793104629    10.20784934608696  |   0.0000000002145  -0.0000000000484
1283  |     4.05460437954188   -10.81197672299264  |   0.0000000000551  -0.0000000000604
1284  |     2.96171692411012   -13.91902284762382  |   0.0000000001598  -0.0000000001326
1285  |    -8.61761510817598   -19.68034428844960  |   0.0000000000773  -0.0000000001729
1286  |    -5.62412554367052    -8.65041183044843  |   0.0000000001086  -0.0000000001777
1287  |    -5.72635487648655     2.72563259295383  |   0.0000000000048  -0.0000000001981
1288  |    -6.30302350002701     2.15244715110252  |   0.0000000000605  -0.0000000001542
1289  |    10.85962642017344    -3.46353223664878  |  -0.0000000000294  -0.0000000000760
1290  |    -3.76453436529580     5.03845729527210  |   0.0000000000565  -0.0000000000245
1291  |    -2.92552103054971    -6.65073543741182  |   0.0000000000019   0.0000000000484
1292  |     5.69176280063148    -8.06970377244378  |   0.0000000000500  -0.0000000000538
1293  |    12.01890586080786    10.38561773538852  |   0.0000000001666   0.0000000000823
1294  |     1.76741740221303     2.93054753088118  |  -0.0000000000103  -0.0000000000188
1295  |    -6.75183571431761    13.00876655287762  |   0.0000000001733  -0.0000000001722
1296  |    11.96122068978939    10.63659580036845  |   0.0000000001348   0.0000000000250
1297  |     1.80475023326315    -2.08601386452055  |   0.0000000000353  -0.0000000001033
1298  |     0.69630578573366   -13.49858058942857  |   0.0000000000977  -0.0000000001931
1299  |     8.29317286561519   -11.20635818948648  |   0.0000000001424  -0.0000000000662
1300  |     0.78046004647041     5.63825156547353  |  -0.0000000000352  -0.0000000000595
1301  |     1.48653200104843    12.40831341446940  |   0.0000000001263  -0.0000000001791
1302  |    -5.02161565792551    11.27342019577195  |   0.0000000000567   0.0000000000478
1303  |    11.34630216357623   -15.66284591386616  |  -0.0000000000055  -0.0000000001673
1304  |    -0.81266239302105    10.09604618032652  |   0.0000000001795   0.0000000000178
1305  |    -0.90523759732412   -11.40263851559115  |  -0.0000000000541  -0.0000000000763
1306  |     5.25923575779213     1.92130039235206  |   0.0000000002074  -0.0000000000537
1307  |     2.09513852349691    -4.49434709781495  |  -0.0000000000129  -0.0000000000443
1308  |     1.48267046478190    -4.65386906419493  |   0.0000000001051  -0.0000000001741
1309  |    -3.89976104059919    13.41725471898209  |   0.0000000000285  -0.0000000001387
1310  |    -8.62875766658406     5.06825357642821  |   0.0000000001335  -0.0000000000101
1311  |   -16.50925510011016    -8.46938235454790  |   0.0000000000030   0.0000000000265
1312  |   -10.54096890689045    -4.41555761872544  |   0.0000000001025  -0.0000000001074
1313  |     2.13919888583598   -18.23910598664827  |   0.0000000000373  -0.0000000001443
1314  |    -1.81542335604322    13.95672728684595  |   0.0000000001104  -0.0000000001321
1315  |     4.72744622236056     5.59369634122311  |   0.0000000000328  -0.0000000000304
1316  |    11.09378335578507     3.50917422193587  |   0.0000000000170  -0.0000000001191
1317  |   -12.73786198763622     4.55051525989667  |   0.0000000000730  -0.0000000000983
1318  |     0.96493208575922     6.58821422966697  |   0.0000000000321  -0.0000000000299
1319  |    -3.30777807399070     3.35610511536994  |   0.0000000000504  -0.0000000000628
1320  |   -10.49085391014336    16.86659093010393  |   0.0000000001028   0.0000000000196
1321  |    -8.91448254616725     7.44250742009142  |  -0.0000000000304  -0.0000000001380
1322  |     4.80661924991512    17.20233006863989  |   0.0000000001739  -0.0000000001137
1323  |    -3.76079372486659     0.97020944107522  |  -0.0000000001020  -0.0000000001160
1324  |    -3.73214220027636    -0.57652652821599  |   0.0000000001424  -0.0000000001552
1325  |    -4.93179059787841    -4.27859806780818  |  -0.0000000000406   0.0000000000723
1326  |    -4.14159399593388     1.84632349898601  |   0.0000000000442  -0.0000000000904
1327  |    10.45095331343437   -12.70268748512424  |   0.0000000000878   0.0000000000730
1328  |   -15.86534380483893     7.61881898833936  |  -0.0000000000288  -0.0000000001224
1329  |    22.36998892440147     2.28725227960736  |   0.0000000001319  -0.0000000000717
1330  |    16.25778132055893    -1.90281229203829  |  -0.0000000000245  -0.0000000000854
1331  |     4.92423953608090    12.82513522462503  |   0.0000000001556   0.0000000000245
1332  |    13.92668704740838     8.52253697179579  |  -0.0000000001035  -0.0000000000528
1333  |     6.96502068868206    -0.91972911438945  |   0.0000000001836  -0.0000000001194
1334  |    11.43329759908874    22.49290283121123  |  -0.0000000000171   0.0000000000543
1335  |     2.31306488944322   -10.18929282297622  |   0.0000000000581  -0.0000000001150
1336  |   -13.38228927603486     0.30372865363965  |   0.0000000000633  -0.0000000000018
1337  |    -9.29565069516860     1.09694114878247  |   0.0000000000208  -0.0000000000762
1338  |     2.13273534283173     3.39939812821464  |   0.0000000001111   0.0000000000331
1339  |    -2.28855019251022    23.41791308524510  |   0.0000000000501   0.0000000000346
1340  |    -2.14259003021761    10.69211653859236  |   0.0000000000808  -0.0000000000186
1341  |    -6.12017606443911   -17.94126141885058  |   0.0000000001393  -0.0000000000539
1342  |    -0.28517223095294    -3.73170883121571  |   0.0000000000610  -0.0000000000301
1343  |    -0.64557201312009   -10.58815755696090  |   0.0000000000551  -0.0000000001977
1344  |     7.43694895215037     8.28749701429163  |   0.0000000001802  -0.0000000000020
1345  |   -13.01928614899527     1.13945940629728  |   0.0000000000498   0.0000000000466
1346  |    13.07052844614221     8.41917018846990  |   0.0000000001046  -0.0000000000361
1347  |     8.69858919904895   -16.45237217890353  |   0.0000000000756  -0.0000000001910
1348  |     3.58246962646702   -12.34497585993858  |   0.0000000001366  -0.0000000001353
1349  |   -15.78287024882086    -9.20160193584211  |   0.0000000000353  -0.0000000001387
1350  |    -3.96825996070670    -2.84873224800186  |   0.0000000000955  -0.0000000000605
1351  |     9.71203888132833     1.81946830871932  |  -0.0000000000770  -0.0000000001894
1352  |     2.32147342669262   -14.08099927694041  |   0.0000000001811  -0.0000000000803
1353  |     9.37255958406187     5.23126887739259  |  -0.0000000000716   0.0000000000339
1354  |    -1.45278656181453     6.96856691550791  |   0.0000000000533  -0.0000000001099
1355  |     2.67831908780538     9.82670101690796  |   0.0000000000649  -0.0000000000257
1356  |    -9.19265679382669   -11.01368455167534  |   0.0000000000717   0.0000000000182
1357  |     9.19577331026600    10.17229412677804  |   0.0000000000797   0.0000000000070
1358  |    -3.17585485820304     0.64234546155063  |   0.0000000000887  -0.0000000000399
1359  |     0.04643261454278     7.54708909433332  |   0.0000000000601  -0.0000000001695
1360  |    11.39034416559304     6.76690460673812  |   0.0000000000885  -0.0000000001449
1361  |    -4.19943857055369     6.97863211608494  |  -0.0000000000173  -0.0000000001911
1362  |    -6.13730191129842    -0.45788871721055  |   0.0000000001933   0.0000000000445
1363  |    31.06598607571694   -10.39385467153290  |  -0.0000000001433   0.0000000000079
1364  |    11.29798686332114   -19.43431066977659  |   0.0000000002090  -0.0000000001149
1365  |   -11.82154028654967    -4.68937529909313  |   0.0000000000107   0.0000000000280
1366  |    -6.33104029119112     3.29344033484373  |   0.0000000000470  -0.0000000001830
1367  |     0.96884741249895    -2.77512649328824  |   0.0000000000143  -0.0000000001835
1368  |    -7.44515452463804   -15.01582369322287  |   0.0000000000733  -0.0000000001252
